,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
2817,12000000,"['Thriller', 'Science Fiction']",860,video game.artificial intelligence.fbi.cold war.hacker.prosecution.norad.government.computer.nuclear threat,en,1983-06-03,79567667,114.0,WarGames,Matthew Broderick,Ally Sheedy,John Badham,Walter F. Parkes,,Arthur B. Rubinstein
2818,12000000,"['Crime', 'Drama', 'Romance', 'Thriller']",9281,"corruption.detective.police brutality.amish.suspense.barn raising.lancaster, pa",en,1985-02-08,68706993,113.0,Witness,Harrison Ford,Kelly McGillis,Peter Weir,William Kelley,,Maurice Jarre
2819,12000000,"['Action', 'Thriller', 'War']",75674,submarine.navy.scuba diving.heroism.navy seal.pistol.secret plot.military life.valor.terrorist plot.navy life.national security.pregnant wife.silver star.counter plot.duringcreditsstinger,en,2012-02-24,81272766,110.0,Act of Valor,Emilio Rivera,Roselyn Sánchez,Mike McCoy,,Kurt Johnstad,Nathan Furst
2820,12000000,"['Music', 'Drama', 'Romance', 'Crime']",9762,dancing.new love.dance.baltimore.art school.woman director,en,2006-08-11,114194847,104.0,Step Up,Channing Tatum,Jenna Dewan,Anne Fletcher,Duane Adler,,Aaron Zigman
2821,12000000,"['Animation', 'Comedy']",3179,washington d.c..casino.hotel.sun.television.sperm.based on tv series.las vegas.swat team.adult animation.road movie,en,1996-12-15,0,81.0,Beavis and Butt-Head Do America,Mike Judge,Demi Moore,Mike Judge,Joe Stillman,,John Frizzell
2822,12000000,"['Comedy', 'Crime', 'Romance']",184,airport.underworld.arms deal.weapon.police.drug,en,1997-12-24,39673162,154.0,Jackie Brown,Samuel L. Jackson,Pam Grier,Quentin Tarantino,,,
2823,12000000,"['Comedy', 'Adventure']",13335,terrorist.aftercreditsstinger.duringcreditsstinger,en,2008-04-25,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,John Cho,Danneel Ackles,Jon Hurwitz,Jon Hurwitz,,
2824,15000000,"['Science Fiction', 'Drama', 'Thriller']",76726,seattle.telekinesis.friendship.loneliness.outcast.coming of age.student.teenager.superpower.found footage.aftercreditsstinger.abuse.bittersweet,en,2012-02-01,145000000,84.0,Chronicle,Dane DeHaan,Anna Wood,Josh Trank,Max Landis,,
2825,12000000,"['Music', 'Drama', 'Romance']",10269,studies.music.disguise.unhappiness.boys' school.woman director,en,1983-11-18,30400000,132.0,Yentl,Mandy Patinkin,Amy Irving,Barbra Streisand,Barbra Streisand,,Michel Legrand
2826,5000000,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",36819,treasure.map.magic.time travel.titanic.cage.steampunk.minotaur.independent film.good vs evil.tank.burglary,en,1981-07-13,42365581,116.0,Time Bandits,Sean Connery,Katherine Helmond,Terry Gilliam,,Terry Gilliam,Mike Moran
2827,12000000,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",17130,dancing.women.sex.karaoke.dream.pop singer.virgin.motel.graduation.kiss.friendship.high school.road trip.unfaithful boyfriend.hospital.singing.teenager.girl.rebellious daughter.on the road.father daughter relationship.chick flick.pop music.audition.teenage pregnancy.mother daughter estrangement.implied rape.woman director.journey.song writing,en,2002-02-15,61141030,93.0,Crossroads,Anson Mount,Zoe Saldana,Tamra Davis,,Shonda Rhimes,
2828,12000000,"['Comedy', 'Crime']",57214,vandalism.high school.swimming pool.party.teen movie.teenager.dog.high school student.fake documentary.sex doll.lime.underwater photography.bouncy castle.flash grenade,en,2012-03-01,100000000,88.0,Project X,Oliver Cooper,Kirby Bliss Blanton,Nima Nourizadeh,Michael Bacall,,
2829,12000000,"['Drama', 'History', 'War']",11202,general.world war ii.normandy.biography.historical figure.d-day.dead soldier.tank.steel helmet.destiny.allies,en,1970-01-25,89800000,172.0,Patton,George C. Scott,Dolores Judson,Franklin J. Schaffner,Francis Ford Coppola,,Jerry Goldsmith
2830,12000000,"['Horror', 'Thriller']",9357,sexual abuse.hotel room.cheating.supermarket.penalty.nudity.knife.birthday party.photography.stalker.photo lab.suspense.sitting on a toilet.imagination.voyeurism.unfaithful husband,en,2002-08-21,52223306,96.0,One Hour Photo,Robin Williams,Connie Nielsen,Mark Romanek,,Mark Romanek,Johnny Klimek
2831,12000000,"['Horror', 'Science Fiction', 'Thriller']",13812,quarantine.remake.tv reporter.found footage.virus,en,2008-10-10,40855419,89.0,Quarantine,Steve Harris,Jennifer Carpenter,John Erick Dowdle,,John Erick Dowdle,
2832,12000000,"['Drama', 'Horror', 'Thriller']",9030,sister sister relationship.blindness and impaired vision.eye operation.eyesight.dying and death.eye.classical music.sister.eye specialist.remake,en,2008-02-01,56309766,98.0,The Eye,Alessandro Nivola,Jessica Alba,David Moreau,Sebastian Gutierrez,,
2833,12000000,"['Comedy', 'Family']",19084,,en,2004-04-07,31179516,97.0,Johnson Family Vacation,Cedric the Entertainer,Vanessa Williams,Christopher Erskin,,Todd Jones,
2834,12000000,['Comedy'],8386,carpet.pimp.harvard university.joint.cannabis.teen movie.university.person on fire.cult film.dove.dean.weed+.marijuana joint.smoke.drug deal.canon.pot head.smoke ring.pill bottle.doves.baby powder.grave robbing.corpse in coffin.pillbox.pot,en,2001-12-21,31155435,93.0,How High,Method Man,Anna Maria Horsford,Jesse Dylan,Dustin Lee Abraham,,
2835,0,"['Comedy', 'Family', 'Fantasy', 'Drama']",10437,holiday.future.musical.past.scrooge.christmas carol.charles dickens.christmas,en,1992-12-10,27281507,85.0,The Muppet Christmas Carol,Michael Caine,,Brian Henson,Jerry Juhl,,Miles Goodman
2836,12000000,"['Drama', 'Romance']",1360,painter.love of one's life.disabled.woman director,en,2002-08-29,56298474,123.0,Frida,Alfred Molina,Salma Hayek,Julie Taymor,Clancy Sigal,,Elliot Goldenthal
2837,12000000,"['Documentary', 'Music']",101267,woman director,en,2012-06-28,32726956,93.0,Katy Perry: Part of Me,Russell Brand,Shannon Woodward,Dan Cutforth,,,
2838,12000000,"['Romance', 'Drama']",222935,amsterdam.based on novel.support group.cancer.teenager.star crossed lovers.teen drama.oxygen tank.based on young adult novel,en,2014-05-16,307166834,125.0,The Fault in Our Stars,Ansel Elgort,Shailene Woodley,Josh Boone,Scott Neustadter,,
2839,12000000,"['Drama', 'Crime']",10220,gambling.law.compulsive gambling.roulette.gain,en,1998-09-11,22921898,121.0,Rounders,Matt Damon,Famke Janssen,John Dahl,David Levien,,Christopher Young
2840,0,"['Drama', 'Comedy']",284296,comedian.interview.reporter.movie star.fiancé fiancée relationship,en,2014-12-12,25434291,102.0,Top Five,Chris Rock,Rosario Dawson,Chris Rock,,Chris Rock,Ahmir-Khalib Thompson
2841,12000000,"['Horror', 'Science Fiction']",31915,monster.mutant.toxic.native american.environmental.animal horror,en,1979-01-01,54000000,102.0,Prophecy,Robert Foxworth,Talia Shire,John Frankenheimer,,David Seltzer,Leonard Rosenman
2842,12000000,"['Horror', 'Mystery', 'Thriller']",11601,secret.obsession.paranoia.grave.haunted house.hypnosis.tools.clairvoyance.murder.suspense.disappearance.psychic.cemetary.ghost.neighborhood.repressed memory.hearing voices,en,1999-09-10,21133087,99.0,Stir of Echoes,Kevin Bacon,Kathryn Erbe,David Koepp,David Koepp,,James Newton Howard
2843,12000000,['Drama'],205220,mother.washington d.c..journalist.adoption.forgiveness.son.faith.search.church.ireland.based on true events.nuns,en,2013-11-01,100129872,98.0,Philomena,Steve Coogan,Judi Dench,Stephen Frears,Steve Coogan,,Alexandre Desplat
2844,0,"['Comedy', 'Drama']",11354,sex.lie.college.funeral.friendship.grief.neighbor.marijuana.anger.alcoholic.drunk.flashback.dysfunctional,en,2005-01-23,0,118.0,The Upside of Anger,Kevin Costner,Joan Allen,Mike Binder,Mike Binder,Mike Binder,Alexandre Desplat
2845,0,"['Horror', 'Drama', 'Thriller', 'Science Fiction']",16241,paraguay.mengele.nazi hunter.third reich,en,1978-10-05,0,125.0,The Boys from Brazil,Gregory Peck,Lilli Palmer,Franklin J. Schaffner,Heywood Gould,,Jerry Goldsmith
2846,12000000,"['Fantasy', 'Romance', 'Family', 'Comedy']",14191,female friendship.mermaid.teenager.woman director,en,2006-03-03,23006849,104.0,Aquamarine,Jake McDorman,Emma Roberts,Elizabeth Allen Rosenbaum,Jessica Bendinger,,David Hirschfelder
2847,12000000,"['Drama', 'Mystery', 'Romance']",286565,friendship.high school.teenager.classmate.based on young adult novel,en,2015-06-18,85512300,109.0,Paper Towns,Nat Wolff,Cara Delevingne,Jake Schreier,Scott Neustadter,,Son Lux
2848,0,['Comedy'],26710,birth.expectant mother.fatherhood.baby born.woman director,en,2004-01-09,51,86.0,My Baby's Daddy,Eddie Griffin,Paula Jai Parker,Cheryl Dunye,,,
2849,12000000,"['Drama', 'Adventure']",129670,montana.small town.dementia.aging.road trip.f word.pickup truck.lincoln nebraska.nebraska.sweepstakes.confronting the past,en,2013-09-21,17654912,115.0,Nebraska,Will Forte,Bruce Dern,Alexander Payne,,Bob Nelson,Mark Orton
2850,0,"['Horror', 'Comedy', 'Thriller']",9059,prostitute.key.jesus christ.chosen one.god.good vs evil.blood.demon.crypt keeper,en,1995-01-13,0,92.0,Tales from the Crypt: Demon Knight,Billy Zane,Jada Pinkett Smith,Ernest R. Dickerson,,Mark Bishop,Ed Shearmur
2851,12000000,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",34549,,en,2001-10-05,17292381,86.0,Max Keeble's Big Move,Alex D. Linz,Zena Grey,Tim Hill,Jonathan Bernstein,,
2852,12000000,"['Comedy', 'Drama']",57157,jealousy.dark comedy.writer.divorce.alcoholic.arrested development,en,2011-12-16,22939027,94.0,Young Adult,Patton Oswalt,Charlize Theron,Jason Reitman,Diablo Cody,,Rolfe Kent
2853,12000000,"['Action', 'Thriller', 'Crime']",1948,poison.helicopter.assassin.nudity.hitman.adrenalin.fistfight.swimming pool.revenge.shootout.motorcycle.drug.cell phone.car chase.though guy.pharmacy.defibrillation.hospital gown.emergency room.aftercreditsstinger.sweatshop.run.epinephrine,en,2006-08-31,42931041,88.0,Crank,Jason Statham,Amy Smart,Brian Taylor,Brian Taylor,,
2854,0,"['Comedy', 'Romance']",28353,sex.party.friends.player,en,1997-08-06,13960203,93.0,Def Jam's How to Be a Player,Bill Bellamy,Lark Voorhies,Lionel C. Martin,Mark Brown,,
2855,12000000,"['Comedy', 'Drama', 'Romance']",46889,female protagonist.relationship.divorce.brooklyn bridge,en,1998-10-30,12902790,100.0,Living Out Loud,Danny DeVito,Holly Hunter,Richard LaGravenese,,Richard LaGravenese,
2856,0,"['Comedy', 'Drama', 'Romance']",38093,woman director,en,2010-05-14,21520719,100.0,Just Wright,James Pickens Jr.,Queen Latifah,Sanaa Hamri,,Michael Elliot,
2857,0,['Drama'],14976,sister.independent film.maid of honor,en,2008-10-03,0,113.0,Rachel Getting Married,Sebastian Stan,Anne Hathaway,Jonathan Demme,,Jenny Lumet,Zafer Tawil
2858,12000000,"['Romance', 'Crime', 'Drama']",11027,sex.adultery.confession.based on novel.obsession.nudity.remake.murder.suspense.conspiracy.neo-noir,en,1981-03-20,0,122.0,The Postman Always Rings Twice,Jack Nicholson,Jessica Lange,Bob Rafelson,David Mamet,,Michael Small
2859,0,"['Drama', 'Romance']",3635,painter.biography.painting.maid,en,2003-08-31,31466789,101.0,Girl with a Pearl Earring,Colin Firth,Scarlett Johansson,Peter Webber,Olivia Hetreed,,Alexandre Desplat
2860,14000000,"['Action', 'Drama', 'History', 'War', 'Adventure']",387,terror.submarine.based on novel.atlantic ocean.gibraltar.world war ii.duty.war correspondent.torpedo.drinking.sailor.convoy.u boat.destroyer.depth charge.comrade.german submarine.naval battle.periscope.suicidal mission,de,1981-09-16,85000000,149.0,Das Boot,Jürgen Prochnow,Rita Cadillac,Wolfgang Petersen,Wolfgang Petersen,,Klaus Doldinger
2861,12000000,['Comedy'],6020,sorority.cross dressing.university.t shirt.sorority girl.drag.yearbook.roofie.sorority house,en,2002-03-22,0,93.0,Sorority Boys,Barry Watson,Melissa Sagemiller,Wallace Wolodarsky,Joe Jarvis,,Mark Mothersbaugh
2862,0,"['Comedy', 'Drama', 'Science Fiction']",122906,london england.father son relationship.time travel,en,2013-08-16,87100449,123.0,About Time,Domhnall Gleeson,Rachel McAdams,Richard Curtis,,Richard Curtis,Nick Laird-Clowes
2863,0,"['Adventure', 'Drama', 'Action', 'Romance']",9550,martial arts.swordplay.government.rebellion.dagger,zh,2004-05-19,92863945,119.0,House of Flying Daggers,Takeshi Kaneshiro,Zhang Ziyi,Zhang Yimou,,,Shigeru Umebayashi
2864,12000000,"['Drama', 'Thriller']",60599,cover-up.hedge fund,en,2012-09-14,35485056,100.0,Arbitrage,Richard Gere,Susan Sarandon,Nicholas Jarecki,,Nicholas Jarecki,
2865,12000000,"['Science Fiction', 'Thriller']",227719,time travel.time machine.teenager.found footage,en,2015-01-30,32248241,106.0,Project Almanac,Sam Lerner,Virginia Gardner,Dean Israelite,,Jason Pagan,
2866,12000000,"['Drama', 'History', 'Music']",14299,woman director,en,2008-12-05,0,109.0,Cadillac Records,Adrien Brody,Beyoncé Knowles,Darnell Martin,,Darnell Martin,
2867,0,"['Action', 'Comedy']",19419,,en,2000-05-12,0,81.0,Screwed,Dave Chappelle,Elaine Stritch,Scott Alexander,,Scott Alexander,Michel Colombier
2868,8000000,"['Action', 'Thriller', 'Science Fiction']",12088,prison.cyborg.married couple.future.dystopia.escape.population control,en,1992-09-30,6739141,95.0,Fortress,Christopher Lambert,Loryn Locklin,Stuart Gordon,Troy Neighbors,,
2869,12000000,"['Comedy', 'Drama']",14799,,en,2006-11-22,5542025,86.0,For Your Consideration,Harry Shearer,Parker Posey,Christopher Guest,,Christopher Guest,
2870,0,"['Drama', 'Comedy']",9466,exzentrik.independent film.reporter.ex-wife.spectacle,en,1998-09-07,0,113.0,Celebrity,Kenneth Branagh,Judy Davis,Woody Allen,Woody Allen,,
2871,12000000,"['Drama', 'Comedy']",7510,gay.sister sister relationship.wife husband relationship.1970s.becoming an adult.adoption.therapist.marriage crisis,en,2006-10-27,6754898,116.0,Running with Scissors,Brian Cox,Annette Bening,Ryan Murphy,Ryan Murphy,,James S. Levine
2872,12000000,"['Comedy', 'Romance']",31246,musical,en,2003-06-20,4922166,90.0,From Justin to Kelly,Marc Macaulay,Kelly Clarkson,Robert Iscove,,Kim Fuller,
2873,12000000,['Comedy'],61752,independent film.neighbor.masturbation.phone sex.actress,en,1996-03-22,4939939,108.0,Girl 6,Isaiah Washington,Theresa Randle,Spike Lee,,Suzan-Lori Parks,
2874,12000000,"['Mystery', 'Thriller']",10944,eroticism.suspense.woman director,en,2003-09-09,23,119.0,In the Cut,Mark Ruffalo,Meg Ryan,Jane Campion,Jane Campion,,Hilmar Örn Hilmarsson
2875,12000000,"['Drama', 'Romance']",10362,love of one's life.neighbor,en,2008-11-19,3148182,110.0,Two Lovers,Joaquin Phoenix,Gwyneth Paltrow,James Gray,James Gray,Ric Menello,
2876,0,"['Comedy', 'Drama']",14778,based on novel.war veteran.male friendship.death of a friend.friendship.friends.grief.independent film.last will and testament.memory.death.mother son relationship.ashes.flashback.life.missed opportunity,en,2001-09-10,0,109.0,Last Orders,Michael Caine,Helen Mirren,Fred Schepisi,,,
2877,11000000,"['Horror', 'Drama', 'Science Fiction']",1255,river.mobile phone.bravery.archer.daughter.sewerage.pollution.formaldehyde.snack bar.family,ko,2006-07-27,88489643,119.0,The Host,Song Kang-ho,Bae Doona,Bong Joon-ho,Bong Joon-ho,,Byungwoo Lee
2878,0,"['Adventure', 'Crime', 'Thriller']",45226,,en,1981-11-13,0,100.0,The Pursuit of D.B. Cooper,Robert Duvall,Kathryn Harrold,Roger Spottiswoode,Jeffrey Alan Fiskin,J.D. Reed,
2879,12000000,"['Comedy', 'Horror', 'Thriller', 'Western']",10212,winter.cliff.cooking.cave.nudity.chase.fort.army.murder.survival.snow.camp.soldier.violence.cannibal.madness.stranger.american mexican war.woman director.wendigo.military outpost.vomiting blood,en,1999-03-16,0,100.0,Ravenous,Guy Pearce,Sheila Tousey,Antonia Bird,Ted Griffin,,
2880,12000000,"['Comedy', 'Drama']",8669,depression.suicide attempt.medicine.new love.drug addiction.private school.girlfriend.advice.cleverness.high school.toilet.school performance.drama.independent film.teenage crush.psychiatrist.school bus,en,2008-02-22,0,97.0,Charlie Bartlett,Anton Yelchin,Hope Davis,Jon Poll,Gustin Nash,,Christophe Beck
2881,12400000,"['Comedy', 'Drama']",179144,alcohol.rome.vatican.based on novel.birthday.nightclub.nudity.artist.beauty.party.love.church.art.drug,it,2013-05-21,8371085,142.0,The Great Beauty,Toni Servillo,Sabrina Ferilli,Paolo Sorrentino,Paolo Sorrentino,,Lele Marchitelli
2882,0,"['Comedy', 'Drama']",16857,independent film,en,2002-06-14,0,104.0,The Dangerous Lives of Altar Boys,Emile Hirsch,Jodie Foster,Peter Care,,Jeff Stockwell,
2883,12000000,"['Drama', 'Horror', 'Thriller']",86825,mystery,en,2013-02-28,12077441,99.0,Stoker,Matthew Goode,Mia Wasikowska,Park Chan-wook,,Wentworth Miller,Clint Mansell
2884,12000000,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",844,free love.hotel.lovesickness.sexuality.kung fu.android.soulmates.based on novel.hotel room.jealousy.love of one's life.restart.singapur.unsociability.secret love.murder.author.hong kong.break-up.illegal prostitution.extramarital affair.photographic memory,zh,2004-05-20,19271312,129.0,2046,Tony Leung Chiu-Wai,Zhang Ziyi,Wong Kar-wai,Wong Kar-wai,,Shigeru Umebayashi
2885,12000000,"['Crime', 'Drama', 'Romance']",8060,sex.jealousy.lover (female).restaurant.deceived husband.wife.deceived wife.friendship.wedding.witness to murder.childhood friends,en,2007-09-12,0,90.0,Married Life,Chris Cooper,Patricia Clarkson,Ira Sachs,Oren Moverman,,
2886,12000000,"['Adventure', 'Drama', 'Family']",15907,adolescence.loss of father.lion.south africa.bullying.kids and family.rescue.bully.young boy.cheetah.wild animal,en,2005-04-22,0,100.0,Duma,Campbell Scott,Mary Makhatho,Carroll Ballard,,Karen Janszen,
2887,12000000,"['Drama', 'Romance']",38448,alcohol.mermaid.wedding dress.fishing net.selkie,en,2009-09-14,1644755,111.0,Ondine,Colin Farrell,Alicja Bachleda-Curuś,Neil Jordan,,Neil Jordan,Kjartan Sveinsson
2888,12000000,"['Crime', 'Drama', 'Thriller']",327,brother brother relationship.assassination.culture clash.war on drugs.yakuza.sake.loyalty.drug dealer.femme fatale.los angeles,ja,2000-09-09,15250000,114.0,Brother,Takeshi Kitano,Tatyana Ali,Takeshi Kitano,,,Joe Hisaishi
2889,1200000,['Comedy'],9260,safe.remake.heist.inner city,en,2002-05-24,0,86.0,Welcome to Collinwood,William H. Macy,Patricia Clarkson,Anthony Russo,Anthony Russo,,Mark Mothersbaugh
2890,0,"['Comedy', 'Drama']",61337,nun.satire.hospital.half sister,en,1997-10-31,0,107.0,Critical Care,James Spader,Kyra Sedgwick,Sidney Lumet,Steven Schwartz,,
2891,8000000,"['Thriller', 'Drama', 'Mystery']",13079,suspense,en,2007-09-08,0,90.0,The Life Before Her Eyes,Brett Cullen,Uma Thurman,Vadim Perelman,,Emil Stern,
2892,0,"['Drama', 'Romance']",89325,aftercreditsstinger,en,2012-04-20,0,103.0,Darling Companion,Kevin Kline,Diane Keaton,Lawrence Kasdan,,Lawrence Kasdan,
2893,12000000,"['Drama', 'Thriller']",4170,usa.sex.brother sister relationship.mexico city.border.support.insurance salesman.punter.brother.united states–mexico barrier.sister.human trafficking.rescue.independent film.criminal,en,2007-01-23,0,120.0,Trade,Kevin Kline,Paulina Gaitán,Marco Kreuzpaintner,José Rivera,,
